scenario,method,iteration,score,category
fu,climate change,93,2.408192759273796,market mixes
fu,climate change,94,2.4083183736936404,market mixes
fu,climate change,95,2.398656208067331,market mixes
fu,climate change,96,2.3991289035688763,market mixes
fu,climate change,97,2.3989097106330655,market mixes
fu,climate change,98,2.397253478359928,market mixes
fu,climate change,99,2.3964036404697455,market mixes
fu,climate change,100,2.3963047307745993,market mixes
fu,climate change,101,2.396127047020156,market mixes
fu,climate change,102,2.396029968256638,market mixes
fu,climate change,103,2.3973304727952347,market mixes
fu,climate change,104,2.397014447696817,market mixes
fu,climate change,105,2.3972307612317185,market mixes
fu,climate change,106,2.4072007616986006,market mixes
fu,climate change,107,2.407317386502703,market mixes
fu,climate change,108,2.4070951426074303,market mixes
fu,climate change,109,2.403872348530225,market mixes
fu,climate change,110,2.403872348526592,market mixes
fu,climate change,111,2.4038363043983177,market mixes
fu,climate change,112,2.4035806602511913,market mixes
fu,climate change,113,2.403384206372403,market mixes
fu,climate change,114,2.4036032622557624,market mixes
fu,climate change,115,2.403739492044598,market mixes
fu,climate change,116,2.403674934802695,market mixes
fu,climate change,117,2.4035473702309753,market mixes
fu,climate change,118,2.4035496722196505,market mixes
fu,climate change,119,2.403451559713443,market mixes
fu,climate change,120,2.4036897745900174,market mixes
fu,climate change,121,2.403874500517815,market mixes
fu,climate change,122,2.4039574627136644,market mixes
fu,climate change,123,2.404068149893258,market mixes
fu,climate change,124,2.403900838207726,market mixes
fu,climate change,125,2.406915476114615,market mixes
fu,climate change,126,2.4075414115219447,market mixes
fu,climate change,127,2.407946086733627,market mixes
fu,climate change,128,2.407320944308345,market mixes
fu,climate change,129,2.3017718961739693,market mixes
fu,climate change,130,2.5837840670188426,market mixes
fu,climate change,131,2.59108867388558,market mixes
fu,climate change,132,2.590433386808245,market mixes
fu,climate change,133,2.583954820385427,market mixes
fu,climate change,134,2.585083760954098,market mixes
fu,climate change,135,2.584905463736278,market mixes
fu,climate change,136,2.5824881334386767,market mixes
fu,climate change,137,2.582488128262687,market mixes
fu,climate change,138,2.582471012539556,market mixes
fu,climate change,139,2.580827915989449,market mixes
fu,climate change,140,2.6060253022390345,market mixes
fu,climate change,141,2.6058277341422036,market mixes
fu,climate change,142,2.605948212429838,market mixes
fu,climate change,143,2.606335113391624,market mixes
fu,climate change,144,2.6054968288181617,market mixes
fu,climate change,145,2.6054802829029624,market mixes
fu,climate change,146,2.6054782552908025,market mixes
fu,climate change,147,2.605728923380559,market mixes
fu,climate change,148,2.605684927171262,market mixes
fu,climate change,149,2.60563819649661,market mixes
fu,climate change,150,2.595184828438787,market mixes
fu,climate change,151,2.6121499462621265,market mixes
fu,climate change,152,2.6094775049958487,market mixes
fu,climate change,153,2.6097502422102417,market mixes
fu,climate change,154,2.6097468916964464,market mixes
fu,climate change,155,2.6068192947629467,market mixes
fu,climate change,156,2.6068393767130664,market mixes
fu,climate change,157,2.606714441675418,market mixes
fu,climate change,158,2.6054553948556984,market mixes
fu,climate change,159,2.6052523599309154,market mixes
fu,climate change,160,2.6056642917542487,market mixes
fu,climate change,161,2.591307229614921,market mixes
fu,climate change,162,2.591962504259269,market mixes
fu,climate change,163,2.5920738540910713,market mixes
fu,climate change,164,2.5921640192284814,market mixes
fu,climate change,165,2.5922676328706684,market mixes
fu,climate change,166,2.595799085991062,market mixes
fu,climate change,167,2.5984803999308244,market mixes
fu,climate change,168,2.599927373572615,market mixes
fu,climate change,169,2.588863058711349,market mixes
fu,climate change,170,2.6106875559543155,market mixes
fu,climate change,171,2.6100876317714983,market mixes
fu,climate change,172,2.610069452622376,market mixes
fu,climate change,173,2.603695358963548,market mixes
fu,climate change,174,2.6021807469345837,market mixes
fu,climate change,175,2.6014274241189312,market mixes
fu,climate change,176,2.5958290599392364,market mixes
fu,climate change,177,2.596016315597717,market mixes
fu,climate change,178,2.596225832026654,market mixes
fu,climate change,179,2.601533563056396,market mixes
fu,climate change,180,2.6026269391827412,market mixes
fu,climate change,181,2.6015324081104367,market mixes
fu,climate change,182,2.6034171026135566,market mixes
fu,climate change,183,2.6060846384512484,market mixes
fu,climate change,184,2.6093593734759635,market mixes
fu,climate change,185,2.6103923651862693,market mixes
fu,climate change,186,2.613212547140431,market mixes
fu,climate change,187,2.619379923513873,market mixes
fu,climate change,188,2.606867273335938,market mixes
fu,climate change,189,2.6076378244970466,market mixes
fu,climate change,190,2.6076378592565015,market mixes
fu,climate change,191,2.6076375489790475,market mixes
fu,climate change,192,2.6079752762168145,market mixes
fu,climate change,193,2.607946532209539,market mixes
fu,climate change,194,2.6079909999184667,market mixes
fu,climate change,195,2.6079909999191186,market mixes
fu,climate change,196,2.607905974313728,market mixes
fu,climate change,197,2.609144339752623,market mixes
fu,climate change,198,2.6246287799729795,market mixes
fu,climate change,199,2.62499466504556,market mixes
fu,climate change,200,2.6249934324567605,market mixes
fu,climate change,201,2.6252527385769544,market mixes
fu,climate change,202,2.6234020757022845,market mixes
fu,climate change,203,2.621932239270201,market mixes
fu,climate change,204,2.5245571308308246,market mixes
fu,climate change,205,2.528784109219412,market mixes
fu,climate change,206,2.5291909363221152,market mixes
fu,climate change,207,2.5284128931011227,market mixes
fu,climate change,208,2.5282791706473056,market mixes
fu,climate change,209,2.5118138906737895,market mixes
fu,climate change,210,2.5122050816432124,market mixes
fu,climate change,211,1.9604310939006848,market mixes
fu,climate change,212,1.9614662622688532,market mixes
fu,climate change,213,1.961135602756541,market mixes
fu,climate change,214,1.9610414611600142,market mixes
fu,climate change,215,1.9885206554205026,market mixes
fu,climate change,216,1.9823487227538834,market mixes
fu,climate change,217,1.9828571280937985,market mixes
fu,climate change,218,1.9828340760018994,market mixes
fu,climate change,219,1.9828345189079053,market mixes
fu,climate change,220,1.9828344525867394,market mixes
fu,climate change,221,1.978929933562958,market mixes
fu,climate change,222,1.9788126904730112,market mixes
fu,climate change,223,1.9791050099417153,market mixes
fu,climate change,224,1.9792251380537536,market mixes
fu,climate change,225,1.9808357020302592,market mixes
fu,climate change,226,1.9818675875428389,market mixes
fu,climate change,227,1.9817989513150402,market mixes
fu,climate change,228,1.981221265097293,market mixes
fu,climate change,229,1.9812168896503848,market mixes
fu,climate change,230,1.9810567937050232,market mixes
fu,climate change,231,1.9809873719181545,market mixes
fu,climate change,232,1.9810224964610652,market mixes
fu,climate change,233,1.980709420306709,market mixes
fu,climate change,234,1.9784926164855163,market mixes
fu,climate change,235,1.978706556418986,market mixes
fu,climate change,236,1.9788301258436252,market mixes
fu,climate change,237,1.9905255357843028,market mixes
fu,climate change,238,1.964597390037582,market mixes
fu,climate change,239,1.9647685204674064,market mixes
fu,climate change,240,1.9652374078296357,market mixes
fu,climate change,241,1.968878622494971,market mixes
fu,climate change,242,1.9688786225033932,market mixes
fu,climate change,243,1.9689124951083008,market mixes
fu,climate change,244,1.9707862128705458,market mixes
fu,climate change,245,1.9707862128512679,market mixes
fu,climate change,246,1.9709504975834446,market mixes
fu,climate change,247,1.9707762670366813,market mixes
fu,climate change,248,1.9734010428302515,market mixes
fu,climate change,249,1.9749430708117155,market mixes
fu,climate change,250,1.9749192711270842,market mixes
fu,climate change,251,1.9723767856843128,market mixes
fu,climate change,252,1.9723879194696963,market mixes
fu,climate change,253,1.9791706835309677,market mixes
fu,climate change,254,1.9791706860572913,market mixes
fu,climate change,255,1.9809142171868455,market mixes
fu,climate change,256,1.9809610024031197,market mixes
fu,climate change,257,1.9810679321798281,market mixes
fu,climate change,258,1.9808551887510328,market mixes
fu,climate change,259,1.9808569961170206,market mixes
fu,climate change,260,1.972020455501246,market mixes
fu,climate change,261,1.9722274100837927,market mixes
fu,climate change,262,1.972053499107736,market mixes
fu,climate change,263,1.9726048183287377,market mixes
fu,climate change,264,1.972672318843687,market mixes
fu,climate change,265,1.964717690009066,market mixes
fu,climate change,266,1.964348010793149,market mixes
fu,climate change,267,1.9655264783415454,market mixes
fu,climate change,268,1.9657333346851689,market mixes
fu,climate change,269,1.9645174452559546,market mixes
fu,climate change,270,1.9644269918882702,market mixes
fu,climate change,271,1.9615700164022463,market mixes
fu,climate change,272,1.9566447039009818,market mixes
fu,climate change,273,1.9567391802882408,market mixes
fu,climate change,274,1.9568332125861119,market mixes
fu,climate change,275,1.9560019475279655,market mixes
fu,climate change,276,1.9560319208034207,market mixes
fu,climate change,277,1.9560389320015787,market mixes
fu,climate change,278,1.9561362456654376,market mixes
fu,climate change,279,1.9513151796304842,market mixes
fu,climate change,280,1.9513128777675137,market mixes
fu,climate change,281,1.9513128873367143,market mixes
fu,climate change,282,1.9559481086740602,market mixes
fu,climate change,283,1.9562454237074312,market mixes
fu,climate change,284,1.9568565507347773,market mixes
fu,climate change,285,1.956856500065235,market mixes
fu,climate change,286,1.9568800996867304,market mixes
fu,climate change,287,1.958865262900319,market mixes
fu,climate change,288,1.958414553560669,market mixes
fu,climate change,289,1.9547134493959408,market mixes
fu,climate change,290,1.9518509617904864,market mixes
fu,climate change,291,1.9518490888509756,market mixes
fu,climate change,292,1.951792447605873,market mixes
fu,climate change,293,1.9517836198175524,market mixes
fu,climate change,294,1.9482484874531472,market mixes
fu,climate change,295,1.9448524053724605,market mixes
fu,climate change,296,1.9110489036775486,market mixes
fu,climate change,297,1.9120416027479255,market mixes
fu,climate change,298,1.9120416034428303,market mixes
fu,climate change,299,1.9122592685775301,market mixes
fu,climate change,300,1.9122356486656023,market mixes
fu,climate change,301,1.912235597791058,market mixes
fu,climate change,302,1.912332433660512,market mixes
fu,climate change,303,1.911914726601784,market mixes
fu,climate change,304,1.9115598557119093,market mixes
fu,climate change,305,1.9047762231018153,market mixes
fu,climate change,306,1.9048514464661908,market mixes
fu,climate change,307,1.9049281381075318,market mixes
fu,climate change,308,1.9050710715236243,market mixes
fu,climate change,309,1.899350510430766,market mixes
fu,climate change,310,1.8993505104288573,market mixes
fu,climate change,311,1.8961554909363945,market mixes
fu,climate change,312,1.896153742299293,market mixes
fu,climate change,313,1.9047434016171099,market mixes
fu,climate change,314,1.9693207415577911,market mixes
fu,climate change,315,1.9693166962418576,market mixes
fu,climate change,316,1.9693496949593308,market mixes
fu,climate change,317,1.9687358808055366,market mixes
fu,climate change,318,1.9692236523807845,market mixes
fu,climate change,319,1.969223653045376,market mixes
fu,climate change,320,1.9687920545650768,market mixes
fu,climate change,321,1.9716447445676335,market mixes
fu,climate change,322,1.9720136022958712,market mixes
fu,climate change,323,1.9738308059845646,market mixes
fu,climate change,324,1.973379132971038,market mixes
fu,climate change,325,1.97335585534765,market mixes
fu,climate change,326,1.9734131079339652,market mixes
fu,climate change,327,1.9734188114586322,market mixes
fu,climate change,328,1.9914086923261605,market mixes
fu,climate change,329,1.9832536057475219,market mixes
fu,climate change,330,1.9831786122949209,market mixes
fu,climate change,331,1.9888186438570725,market mixes
fu,climate change,332,1.9888186438571929,market mixes
fu,climate change,333,1.9892641098000097,market mixes
fu,climate change,334,1.9889396757461184,market mixes
fu,climate change,335,1.988856822272332,market mixes
fu,climate change,336,1.9902565478920138,market mixes
fu,climate change,337,1.9808430305442424,market mixes
fu,climate change,338,1.9807907555888065,market mixes
fu,climate change,339,1.9804789937004925,market mixes
fu,climate change,340,1.982299727408043,market mixes
fu,climate change,341,1.9825137473049115,market mixes
fu,climate change,342,1.9825111767629062,market mixes
fu,climate change,343,1.9825177803181067,market mixes
fu,climate change,344,1.9823872809064813,market mixes
fu,climate change,345,1.9823873947491355,market mixes
fu,climate change,346,1.9725257823899267,market mixes
fu,climate change,347,1.9720994915975416,market mixes
fu,climate change,348,1.9699937591334704,market mixes
fu,climate change,349,1.9699762883956906,market mixes
fu,climate change,350,1.9662402715201561,market mixes
fu,climate change,351,1.966237223486913,market mixes
fu,climate change,352,1.9662403794068908,market mixes
fu,climate change,353,1.966634240742903,market mixes
fu,climate change,354,1.9668159728130328,market mixes
fu,climate change,355,1.9666672745305132,market mixes
fu,climate change,356,1.9665041012124806,market mixes
fu,climate change,357,1.9658306587836198,market mixes
fu,climate change,358,1.9644828264511778,market mixes
fu,climate change,359,1.9645349352003019,market mixes
fu,climate change,360,1.9645216364041842,market mixes
fu,climate change,361,1.9658341214695336,market mixes
fu,climate change,362,1.9657868907344416,market mixes
fu,climate change,363,1.9691065166157604,market mixes
fu,climate change,364,1.9688833670867694,market mixes
fu,climate change,365,1.96868598416565,market mixes
fu,climate change,366,1.9687362339092052,market mixes
fu,climate change,367,1.9687343143198288,market mixes
fu,climate change,368,1.968855186163044,market mixes
fu,climate change,369,1.9686934625232306,market mixes
fu,climate change,370,1.9684841690079833,market mixes
fu,climate change,371,1.9686952543232097,market mixes
fu,climate change,372,1.9673460256764688,market mixes
fu,climate change,373,1.969296842588729,market mixes
fu,climate change,374,1.9695207341685064,market mixes
fu,climate change,375,1.9708074428895177,market mixes
fu,climate change,376,1.9710074284347783,market mixes
fu,climate change,377,1.9851290623354245,market mixes
fu,climate change,378,1.9851122137309285,market mixes
fu,climate change,379,1.9850832997799843,market mixes
fu,climate change,380,1.984817118592688,market mixes
fu,climate change,381,2.3709258562066107,market mixes
fu,climate change,382,2.3708975811436255,market mixes
fu,climate change,383,2.3749330869144036,market mixes
fu,climate change,384,2.3750501382991245,market mixes
fu,climate change,385,2.3776254099939638,market mixes
fu,climate change,386,2.377719312612974,market mixes
fu,climate change,387,2.3777315632858342,market mixes
fu,climate change,388,2.379786765245489,market mixes
fu,climate change,389,2.379863409963234,market mixes
fu,climate change,390,1.991622738513189,market mixes
fu,climate change,391,1.991303357868995,market mixes
fu,climate change,392,1.9910194733218103,market mixes
fu,climate change,393,1.9906707610476244,market mixes
fu,climate change,394,1.9883405119257027,market mixes
fu,climate change,395,1.9886066586329156,market mixes
fu,climate change,396,1.988602771141981,market mixes
fu,climate change,397,1.9888177037403063,market mixes
fu,climate change,398,1.9901211310191305,market mixes
fu,climate change,399,1.9901622516554618,market mixes
fu,climate change,400,1.9975080413995192,market mixes
fu,climate change,401,1.996138339620325,market mixes
fu,climate change,402,1.9958548486590972,market mixes
fu,climate change,403,2.0007315513428234,market mixes
fu,climate change,404,2.000050096687197,market mixes
fu,climate change,405,2.00008643676023,market mixes
fu,climate change,406,1.9992151138918457,market mixes
fu,climate change,407,1.9987757807406046,market mixes
fu,climate change,408,1.9986925357500205,market mixes
fu,climate change,409,1.9986924344899686,market mixes
fu,climate change,410,2.0164184941027528,market mixes
fu,climate change,411,2.0151735834747617,market mixes
fu,climate change,412,2.015173574826237,market mixes
fu,climate change,413,2.0154426894750537,market mixes
fu,climate change,414,2.014788619396197,market mixes
fu,climate change,415,2.5416169108840623,market mixes
fu,climate change,416,2.541531508431092,market mixes
fu,climate change,417,2.541386855018335,market mixes
fu,climate change,418,2.5413906832747153,market mixes
fu,climate change,419,2.5408431017355726,market mixes
fu,climate change,420,2.5408431024092235,market mixes
fu,climate change,421,2.5399580065174585,market mixes
fu,climate change,422,2.5579575581916414,market mixes
fu,climate change,423,2.5588748739642666,market mixes
fu,climate change,424,2.5588623505496697,market mixes
fu,climate change,425,2.559342010988549,market mixes
fu,climate change,426,2.557294794194448,market mixes
fu,climate change,427,2.557844739838232,market mixes
fu,climate change,428,2.557914501849423,market mixes
fu,climate change,429,2.5579166378729288,market mixes
fu,climate change,430,2.55781594550352,market mixes
fu,climate change,431,2.557815945400285,market mixes
fu,climate change,432,2.5832993331114804,market mixes
fu,climate change,433,2.58672232279149,market mixes
fu,climate change,434,2.587098365255611,market mixes
fu,climate change,435,2.5872606655472,market mixes
fu,climate change,436,2.5872719449448613,market mixes
fu,climate change,437,2.586966592464253,market mixes
fu,climate change,438,2.5703678567650954,market mixes
fu,climate change,439,2.570988656510685,market mixes
fu,climate change,440,2.570885109851026,market mixes
fu,climate change,441,2.571007113058843,market mixes
fu,climate change,442,2.5710072030403377,market mixes
fu,climate change,443,2.571545535412883,market mixes
fu,climate change,444,2.5669722155468566,market mixes
fu,climate change,445,2.5610085787577894,market mixes
fu,climate change,446,2.560964208184429,market mixes
fu,climate change,447,2.5613570678231197,market mixes
fu,climate change,448,2.5615824240067595,market mixes
fu,climate change,449,2.561580073891496,market mixes
fu,climate change,450,2.5601615697945213,market mixes
fu,climate change,451,2.558635838120878,market mixes
fu,climate change,452,2.5586811040590978,market mixes
fu,climate change,453,2.5549418952110097,market mixes
fu,climate change,454,2.565417222375656,market mixes
fu,climate change,455,2.573536136658915,market mixes
fu,climate change,456,2.571275487479402,market mixes
fu,climate change,457,2.5723140210677893,market mixes
fu,climate change,458,2.572741973146005,market mixes
fu,climate change,459,2.572744180099363,market mixes
fu,climate change,460,2.571694224604975,market mixes
fu,climate change,461,2.5720777874816716,market mixes
fu,climate change,462,2.572284690379042,market mixes
fu,climate change,463,2.5701051588891484,market mixes
fu,climate change,464,2.569995287993437,market mixes
fu,climate change,465,2.5731660627773723,market mixes
fu,climate change,466,2.573021370801221,market mixes
fu,climate change,467,2.5715822006276374,market mixes
fu,climate change,468,2.571582830676249,market mixes
fu,climate change,469,2.57122885214637,market mixes
fu,climate change,470,2.571200925146147,market mixes
fu,climate change,471,2.57115902295541,market mixes
fu,climate change,472,2.5709365742311445,market mixes
fu,climate change,473,2.5711082151802827,market mixes
fu,climate change,474,2.5696045674521004,market mixes
fu,climate change,475,2.569822453444829,market mixes
fu,climate change,476,2.6201625433555766,market mixes
fu,climate change,477,2.6201627725490426,market mixes
fu,climate change,478,2.6033206303474925,market mixes
fu,climate change,479,2.603304891684903,market mixes
fu,climate change,480,2.6036584329222303,market mixes
fu,climate change,481,2.602975216235932,market mixes
fu,climate change,482,2.6029699298921094,market mixes
fu,climate change,483,2.6037831595219005,market mixes
fu,climate change,484,2.6040412860240374,market mixes
fu,climate change,485,2.6042470875772694,market mixes
fu,climate change,486,2.6070380789200054,market mixes
fu,climate change,487,2.607062399206745,market mixes
fu,climate change,488,2.6060444665699594,market mixes
fu,climate change,489,2.606035896978729,market mixes
fu,climate change,490,2.6048102165704563,market mixes
fu,climate change,491,2.611542377952368,market mixes
fu,climate change,492,2.6117273671557784,market mixes
fu,climate change,493,2.612523803607975,market mixes
fu,climate change,494,2.6122770852886887,market mixes
fu,climate change,495,2.612277086484217,market mixes
fu,climate change,496,2.611904120770368,market mixes
fu,climate change,497,2.611979583548336,market mixes
fu,climate change,498,2.6096092785524845,market mixes
fu,climate change,499,2.6090888831694343,market mixes
fu,climate change,500,2.609498170038614,market mixes
fu,climate change,501,2.6093921315556314,market mixes
fu,climate change,502,2.609173477546162,market mixes
fu,climate change,503,2.609143600010043,market mixes
fu,climate change,504,2.6091435999778674,market mixes
fu,climate change,505,2.609143836885378,market mixes
fu,climate change,506,2.6089685326245626,market mixes
fu,climate change,507,2.608464038698222,market mixes
fu,climate change,508,2.6142151643257363,market mixes
fu,climate change,509,2.6142054656697575,market mixes
fu,climate change,510,2.6139204764890858,market mixes
fu,climate change,511,2.6170109349648487,market mixes
fu,climate change,512,2.657856369787037,market mixes
fu,climate change,513,2.629925491191393,market mixes
fu,climate change,514,2.6296734522518763,market mixes
fu,climate change,515,2.629679453547693,market mixes
fu,climate change,516,2.6290131068546416,market mixes
fu,climate change,517,2.633009578745222,market mixes
fu,climate change,518,2.6322982533800694,market mixes
fu,climate change,519,2.632335380627012,market mixes
fu,climate change,520,2.4252735154792244,market mixes
fu,climate change,521,2.4247119171417695,market mixes
fu,climate change,522,2.424688890561488,market mixes
fu,climate change,523,2.42280173805626,market mixes
fu,climate change,524,2.418886670259185,market mixes
fu,climate change,525,2.417789172128732,market mixes
fu,climate change,526,2.417941258026207,market mixes
fu,climate change,527,2.417498840880703,market mixes
fu,climate change,528,2.417054943899649,market mixes
fu,climate change,529,2.4165631589330285,market mixes
fu,climate change,530,2.5247605228246788,market mixes
fu,climate change,531,2.5249243896444002,market mixes
fu,climate change,532,2.5274206456407793,market mixes
fu,climate change,533,2.532100099085455,market mixes
fu,climate change,534,2.5316952243476996,market mixes
fu,climate change,535,2.5316935872044777,market mixes
fu,climate change,536,2.531822219972417,market mixes
fu,climate change,537,2.531822440607931,market mixes
fu,climate change,538,2.532037161720185,market mixes
fu,climate change,539,2.5322967101502023,market mixes
fu,climate change,540,2.5410039835177285,market mixes
fu,climate change,541,2.540320860937157,market mixes
fu,climate change,542,2.5419895158093904,market mixes
fu,climate change,543,2.540518086275222,market mixes
fu,climate change,544,2.5406018992902446,market mixes
fu,climate change,545,2.5406019460710603,market mixes
fu,climate change,546,2.531897011553986,market mixes
fu,climate change,547,2.5311894912300854,market mixes
fu,climate change,548,2.5311978605702494,market mixes
fu,climate change,549,2.5304736002772783,market mixes
fu,climate change,550,2.5561799920929356,market mixes
fu,climate change,551,2.5560420109633544,market mixes
fu,climate change,552,2.5560141916534533,market mixes
fu,climate change,553,2.5547980541105533,market mixes
fu,climate change,554,2.5554737665809513,market mixes
fu,climate change,555,2.517398084805814,market mixes
fu,climate change,556,2.515081820510727,market mixes
fu,climate change,557,2.5143929541844585,market mixes
fu,climate change,558,2.5142392899997845,market mixes
fu,climate change,559,2.514313123952948,market mixes
fu,climate change,560,2.514314671805291,market mixes
fu,climate change,561,2.5142931039444822,market mixes
fu,climate change,562,2.517304070114978,market mixes
fu,climate change,563,2.5173096531653987,market mixes
fu,climate change,564,2.5177022110496456,market mixes
fu,climate change,565,2.508717887091884,market mixes
fu,climate change,566,2.5087178845019493,market mixes
fu,climate change,567,2.5087178843136027,market mixes
fu,climate change,568,2.508614887174287,market mixes
fu,climate change,569,2.508614887655576,market mixes
fu,climate change,570,2.5088822270285065,market mixes
fu,climate change,571,2.503333406011966,market mixes
fu,climate change,572,2.5039176329277337,market mixes
fu,climate change,573,2.503267528173942,market mixes
fu,climate change,574,2.503207992338354,market mixes
fu,climate change,575,2.493483097577534,market mixes
fu,climate change,576,2.4930285529894234,market mixes
fu,climate change,577,2.059389493146275,market mixes
fu,climate change,578,2.058035580410267,market mixes
fu,climate change,579,2.0657229710578155,market mixes
fu,climate change,580,2.065748360732893,market mixes
fu,climate change,581,2.06392613969802,market mixes
fu,climate change,582,2.0643843534697113,market mixes
fu,climate change,583,2.064368984730302,market mixes
fu,climate change,584,2.060415514986164,market mixes
fu,climate change,585,2.06036051036412,market mixes
fu,climate change,586,2.06036073310772,market mixes
fu,climate change,587,2.060304819130925,market mixes
fu,climate change,588,2.060745179003966,market mixes
fu,climate change,589,2.060955321356417,market mixes
fu,climate change,590,2.0609667901299282,market mixes
fu,climate change,591,2.0608360263269825,market mixes
fu,climate change,592,2.060834347293067,market mixes
fu,climate change,593,2.058915076293261,market mixes
fu,climate change,594,2.0571160038490777,market mixes
fu,climate change,595,2.057668355130607,market mixes
fu,climate change,596,2.0571519387073174,market mixes
fu,climate change,597,2.0570822694835735,market mixes
fu,climate change,598,2.05810665319572,market mixes
fu,climate change,599,2.0579872601833613,market mixes
fu,climate change,600,2.060389178206644,market mixes
fu,climate change,601,2.060263575591275,market mixes
fu,climate change,602,2.060203784627149,market mixes
fu,climate change,603,2.0530793024814824,market mixes
fu,climate change,604,2.052695479366115,market mixes
fu,climate change,605,2.0530536332310048,market mixes
fu,climate change,606,2.052464021921307,market mixes
fu,climate change,607,2.0524259737068933,market mixes
fu,climate change,608,2.0524259204234383,market mixes
fu,climate change,609,2.0536861151416503,market mixes
fu,climate change,610,2.053671972845865,market mixes
fu,climate change,611,2.054237937864862,market mixes
fu,climate change,612,2.0422287933744023,market mixes
fu,climate change,613,2.0422304106161935,market mixes
fu,climate change,614,2.0440094226238195,market mixes
fu,climate change,615,2.044356815652238,market mixes
fu,climate change,616,2.0964926703991926,market mixes
